name,year,match_method,omdb_title,omdb_year,Plot,Genre_full,Actors_full,Writer_full,Director_full,imdbRating_omdb
Big Daddy,1999,exact,Big Daddy,1999,"Sonny Koufax is 32 years old. He's a law school graduate and had a nice apartment in Manhattan. There's just one problem. He does nothing, except sit on his butt and live off an investment that was the result of a meager lawsuit he won a year ago. But after his fed-up girlfriend leaves him, he comes up with the ingenious idea to adopt a five-year-old boy to showcase his newfound maturity. But things don't go as planned, and he finds himself the unlikely foster father that will change his perspective on just looking out for himself.","Comedy, Drama","Adam Sandler, Joey Lauren Adams, Jon Stewart","Steve Franks, Tim Herlihy, Adam Sandler",Dennis Dugan,6.5
The Ninth Gate,1999,exact,The Ninth Gate,1999,"In New York, the money-driven dealer Dean Corso is a rare-books expert and partner of Bernie, who owns a bookstore. He is contacted by the renowned collector of books about the devil Boris Balkan, who has just acquired the rare The Nine Gates of the Kingdom of Shadows from the collector Andrew Telfer, to verify whether his book is authentic or a forgery. Balkan explains that the book was written by the writer Aristide Torchia, in 1666, with Lucifer and he was burned at the stake with his entire work. There are only three exemplars of The Nine Gates and in accordance with the legend, its nine engravings form a riddle to conjure the devil. The skeptical Corso accepts the assignment and has to fly to Sintra, Portugal, and Paris, France, to contact the owners Victor Fargas and Baroness Kessler and find the genuine exemplar for Balkan. Meanwhile, he asks Bernie to hide the rare book. Before traveling to Europe, the widow Liana Telfer wants to retrieve the book and has sex with Corso, but he does not accept her offer. When Corso returns to Bernie's bookstore, he finds his friend murdered in the same position of an engraving. Corso travels to Toledo, Spain, to meet the Ceniza twin brothers and learn more about The Nine Gates. During his journey in Europe, Corso is pursued by Liana and her bodyguard, who belong to the sect The Order of the Silver Serpents, and is protected by a mysterious Girl with supernatural powers. Meanwhile, the owners of the two other exemplars of The Nine Gates are murdered. Corso becomes obsessed with the book and discloses the truth about it.","Mystery, Thriller","Johnny Depp, Frank Langella, Lena Olin","Arturo Pérez-Reverte, John Brownjohn, Enrique Urbizu",Roman Polanski,6.7
Double Jeopardy,1999,exact,Double Jeopardy,1999,When Nick Parsons appears to be murdered his wife Libby is tried and convicted. Six years later Libby is paroled and is pursued by Travis Lehman (her parole officer) as she sets out to find her son and settle the score with Nick.,"Crime, Drama, Mystery","Ashley Judd, Tommy Lee Jones, Bruce Greenwood","David Weisberg, Douglas Cook",Bruce Beresford,6.5
The Insider,1999,exact,The Insider,1999,"Balls-out 60 Minutes (1968) Producer Lowell Bergman (Al Pacino) sniffs a story when a former research biologist for Brown &amp; Williamson, Jeff Wigand (Russell Crowe), won't talk to him. When the company leans hard on Wigand to honor a confidentiality agreement, he gets his back up. Trusting Bergman, and despite a crumbling marriage, he goes on camera for a Mike Wallace (Christopher Plummer) interview and risks arrest for contempt of court. Westinghouse is negotiating to buy CBS, so CBS attorneys advise CBS News to shelve the interview and avoid a lawsuit. 60 Minutes (1968) and CBS News bosses cave, Wigand is hung out to dry, Bergman is compromised, and the CEOs of Big Tobacco may get away with perjury. Will the truth come out?","Biography, Drama, History","Russell Crowe, Al Pacino, Christopher Plummer","Marie Brenner, Eric Roth, Michael Mann",Michael Mann,7.8
Deuce Bigalow: Male Gigolo,1999,exact,Deuce Bigalow: Male Gigolo,1999,"Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he runs into a male gigolo who asks him to look after his precious fish while he is away on business. However, he wrecks the house and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer his hot on his trail.","Comedy, Romance","Rob Schneider, William Forsythe, Eddie Griffin","Harris Goldberg, Rob Schneider",Mike Mitchell,5.7
The 13th Warrior,1999,exact,The 13th Warrior,1999,"A cultured diplomat joins a band of savage warriors in time to meet an even more fearsome enemy in this historical adventure. In 922 A.D., Ibn Fadlan (Antonio Banderas) is a Muslim emissary from Baghdad en route to meet with the King of Saqaliba when he is captured by a gang of Vikings. While Ibn and his people are intelligent and well-mannered, the Vikings are a rowdy and sometimes unpleasant lot, with an unquenchable appetite for food, alcohol, and women. However, in time he develops an understanding and respect for the Viking warriors and is welcomed into their society by their leader, Buliwyf. However, Ibn must now join them as they return to their homeland once they receive word of an invasion by a huge pack of bloodthirsty invaders who will destroy and eat anything in their path -- including the flesh of the men they have killed.","Action, Adventure, History","Antonio Banderas, Diane Venora, Dennis Storhøi","Michael Crichton, William Wisher, Warren Lewis",John McTiernan,6.6
Life,1999,exact,Life,1999,"In the mid-1990s, two inmates bury the burned bodies of two lifers at Mississippi's infamous Parchman Farm; a third old-timer relates their story. They'd served 65 years for a murder they didn't commit, framed by a local sheriff while buying moonshine whiskey for a Manhattan club owner to whom they owed money. In flashbacks we see this odd couple thrown together (Ray is a fast-talking con man, and Claude is a serious man about to start work as a bank teller), the loss of Ray's watch (sterling silver, from his daddy), the murder and trial, the hardships of Parchman, and the love-hate relationship of Claude and Ray as they spend 65 years bickering and looking for a way to escape.","Comedy, Crime, Drama","Eddie Murphy, Martin Lawrence, Obba Babatundé","Robert Ramsey, Matthew Stone",Ted Demme,6.8
End of Days,1999,exact,End of Days,1999,"On December 28th, 1999, the citizens of New York City are getting ready for the turn of the millennium. However, the Devil decides to crash the party by coming to the city, inhabiting a man's body, and searching for his chosen bride, a 20-year-old woman named Christine York. If he bears her child between 11:00 PM and midnight on New Year's Eve, the world will end, and the only hope lies within an atheist ex-cop named Jericho Cane, who no longer believes in God because of the murder of his wife and daughter.","Action, Fantasy, Horror","Arnold Schwarzenegger, Gabriel Byrne, Robin Tunney",Andrew W. Marlowe,Peter Hyams,5.8
The Thomas Crown Affair,1999,exact,The Thomas Crown Affair,1999,"Self-made billionaire Thomas Crown is bored of being able to buy everything he desires. Being irresistible to women, he also does not feel any challenge in that area. But there are a few things even he can't get, therefore Thomas Crown has a seldom hobby: He steals priceless masterpieces of Art. After the theft of a famous painting from Claude Monet, the only person suspecting Thomas Crown is Catherine Banning. Her job is to get the picture back, no matter how she accomplishes her mission. Unfortunately, Catherine gets involved too deeply with Thomas to keep a professional distance to the case. Fortunately, Thomas seems to fall for her, too.","Crime, Romance, Thriller","Pierce Brosnan, Rene Russo, Denis Leary","Alan Trustman, Leslie Dixon, Kurt Wimmer",John McTiernan,6.9
Drop Dead Gorgeous,1999,exact,Drop Dead Gorgeous,1999,"In a small Minnesota town, the annual beauty pageant is being covered by a TV crew. Former winner Gladys Leeman wants to make sure her daughter follows in her footsteps. Explosions, falling lights, and trailer fires prove that. As the Leemans are the richest family in town the police are pretty relaxed about it all. Despite everything, main rival (but nice) Amber Atkins won't be stopped. There could well be more death and disappointment to come.","Comedy, Romance, Thriller","Kirsten Dunst, Denise Richards, Ellen Barkin",Lona Williams,Michael Patrick Jann,6.7
Boys Don't Cry,1999,exact,Boys Don't Cry,1999,"Based on actual events. Brandon Teena is the popular new guy in a tiny Nebraska town. He hangs out with the guys, drinking, cussing, and bumper surfing, and he charms the young women, who've never met a more sensitive and considerate young man. Life is good for Brandon, now that he's one of the guys and dating hometown beauty Lana; however, he's forgotten to mention one important detail. It's not that he's wanted in another town for GTA and other assorted crimes, but that Brandon Teena was actually born a woman named Teena Brandon. When his best friends make this discovery, Brandon's life is ripped apart.","Biography, Crime, Drama","Hilary Swank, Chloë Sevigny, Peter Sarsgaard","Kimberly Peirce, Andy Bienen",Kimberly Peirce,7.5
